[14:13:17.751] [INFO] [SYSTEM] === MobileMinerOng Log Session Started ===
[14:13:17.756] [INFO] [SYSTEM] MobileMinerOng initialized
[14:14:33.365] [INFO] [EVENT] Diagnostic run started
[14:14:33.366] [INFO] [BOT] State: RECOVERING
[14:14:33.370] [INFO] [POSITION] Player: (-83.46405236442507, 84.0, -102.25442428460207)
[14:14:33.372] [INFO] [ROTATION] Yaw: 5.364811 Pitch: 49.98782
[14:14:33.373] [INFO] [EVENT] Diagnostic run complete
[14:14:49.799] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-83, y=85, z=-103} | Feet: Air | FloorSolid: false
[14:14:49.839] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-77, y=83, z=-98} | Feet: Black Concrete | FloorSolid: true
[14:14:49.840] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-79, y=83, z=-98} | Feet: Black Concrete | FloorSolid: true
[14:14:49.840] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-78, y=85, z=-98} | Feet: Air | FloorSolid: false
[14:14:49.840] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-78, y=85, z=-96} | Feet: Air | FloorSolid: false
[14:14:49.841] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-77, y=85, z=-97} | Feet: Air | FloorSolid: false
[14:14:49.841] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-79, y=85, z=-97} | Feet: Air | FloorSolid: false
[14:14:49.841] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-78, y=83, z=-98} | Feet: Black Concrete | FloorSolid: true
[14:14:49.842] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-78, y=83, z=-96} | Feet: White Concrete | FloorSolid: true
[14:14:49.842] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-77, y=83, z=-97} | Feet: White Concrete | FloorSolid: true
[14:14:49.842] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-79, y=83, z=-97} | Feet: White Concrete | FloorSolid: true
[14:14:51.769] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-77, y=85, z=-98} | Feet: Air | FloorSolid: false
[14:14:51.770] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-77, y=85, z=-96} | Feet: Air | FloorSolid: false
[14:14:51.770] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-76, y=85, z=-97} | Feet: Air | FloorSolid: false
[14:14:51.771] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-78, y=85, z=-97} | Feet: Air | FloorSolid: false
[14:14:51.771] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-77, y=83, z=-98} | Feet: Black Concrete | FloorSolid: true
[14:14:51.771] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-77, y=83, z=-96} | Feet: White Concrete | FloorSolid: true
[14:14:51.771] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-76, y=83, z=-97} | Feet: White Concrete | FloorSolid: true
[14:14:51.771] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-78, y=83, z=-97} | Feet: White Concrete | FloorSolid: true
[14:14:51.772] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-77, y=85, z=-99} | Feet: Air | FloorSolid: false
[14:14:51.772] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-77, y=85, z=-97} | Feet: Air | FloorSolid: false
[14:14:51.772] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-76, y=85, z=-98} | Feet: Air | FloorSolid: false
[14:14:51.772] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-78, y=85, z=-98} | Feet: Air | FloorSolid: false
[14:14:51.772] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-77, y=83, z=-99} | Feet: White Concrete | FloorSolid: true
[14:14:51.773] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-77, y=83, z=-97} | Feet: White Concrete | FloorSolid: true
[14:14:51.773] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-76, y=83, z=-98} | Feet: Black Concrete | FloorSolid: true
[14:14:51.773] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-78, y=83, z=-98} | Feet: Black Concrete | FloorSolid: true
[14:14:51.774] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-77, y=85, z=-100} | Feet: Air | FloorSolid: false
[14:14:51.774] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-77, y=85, z=-98} | Feet: Air | FloorSolid: false
[14:14:51.774] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-76, y=85, z=-99} | Feet: Air | FloorSolid: false
[14:14:51.774] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-78, y=85, z=-99} | Feet: Air | FloorSolid: false
[14:14:51.775] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-77, y=83, z=-100} | Feet: White Concrete | FloorSolid: true
[14:14:51.775] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-77, y=83, z=-98} | Feet: Black Concrete | FloorSolid: true
[14:14:51.775] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-76, y=83, z=-99} | Feet: White Concrete | FloorSolid: true
[14:14:51.775] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-78, y=83, z=-99} | Feet: White Concrete | FloorSolid: true
[14:14:51.776] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-77, y=85, z=-101} | Feet: Air | FloorSolid: false
[14:14:51.776] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-77, y=85, z=-99} | Feet: Air | FloorSolid: false
[14:14:51.776] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-76, y=85, z=-100} | Feet: Air | FloorSolid: false
[14:14:51.776] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-78, y=85, z=-100} | Feet: Air | FloorSolid: false
[14:14:51.777] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-77, y=83, z=-101} | Feet: White Concrete | FloorSolid: true
[14:14:51.777] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-77, y=83, z=-99} | Feet: White Concrete | FloorSolid: true
[14:14:51.777] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-76, y=83, z=-100} | Feet: White Concrete | FloorSolid: true
[14:14:51.778] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-78, y=83, z=-100} | Feet: White Concrete | FloorSolid: true
[14:14:53.165] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-77, y=85, z=-102} | Feet: Air | FloorSolid: false
[14:14:53.166] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-77, y=85, z=-100} | Feet: Air | FloorSolid: false
[14:14:53.166] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-76, y=85, z=-101} | Feet: Air | FloorSolid: false
[14:14:53.166] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-78, y=85, z=-101} | Feet: Air | FloorSolid: false
[14:14:53.167] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-77, y=83, z=-102} | Feet: White Concrete | FloorSolid: true
[14:14:53.167] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-77, y=83, z=-100} | Feet: White Concrete | FloorSolid: true
[14:14:53.167] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-76, y=83, z=-101} | Feet: White Concrete | FloorSolid: true
[14:14:53.167] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-78, y=83, z=-101} | Feet: White Concrete | FloorSolid: true
[14:14:53.167] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-78, y=85, z=-102} | Feet: Air | FloorSolid: false
[14:14:53.168] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-78, y=85, z=-100} | Feet: Air | FloorSolid: false
[14:14:53.168] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-77, y=85, z=-101} | Feet: Air | FloorSolid: false
[14:14:53.168] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-79, y=85, z=-101} | Feet: Air | FloorSolid: false
[14:14:53.168] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-78, y=83, z=-102} | Feet: White Concrete | FloorSolid: true
[14:14:53.169] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-78, y=83, z=-100} | Feet: White Concrete | FloorSolid: true
[14:14:53.169] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-77, y=83, z=-101} | Feet: White Concrete | FloorSolid: true
[14:14:53.169] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-79, y=83, z=-101} | Feet: White Concrete | FloorSolid: true
[14:14:53.169] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-79, y=85, z=-102} | Feet: Air | FloorSolid: false
[14:14:53.170] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-79, y=85, z=-100} | Feet: Air | FloorSolid: false
[14:14:53.170] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-78, y=85, z=-101} | Feet: Air | FloorSolid: false
[14:14:53.171] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-80, y=85, z=-101} | Feet: Air | FloorSolid: false
[14:14:53.171] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-79, y=83, z=-102} | Feet: White Concrete | FloorSolid: true
[14:14:53.172] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-79, y=83, z=-100} | Feet: White Concrete | FloorSolid: true
[14:14:53.172] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-78, y=83, z=-101} | Feet: White Concrete | FloorSolid: true
[14:14:53.173] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-80, y=83, z=-101} | Feet: Black Concrete | FloorSolid: true
[14:14:53.173] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-79, y=85, z=-103} | Feet: Air | FloorSolid: false
[14:14:53.174] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-79, y=85, z=-101} | Feet: Air | FloorSolid: false
[14:14:53.174] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-78, y=85, z=-102} | Feet: Air | FloorSolid: false
[14:14:53.175] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-80, y=85, z=-102} | Feet: Air | FloorSolid: false
[14:14:53.175] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-79, y=83, z=-103} | Feet: Black Concrete | FloorSolid: true
[14:14:53.175] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-79, y=83, z=-101} | Feet: White Concrete | FloorSolid: true
[14:14:53.175] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-78, y=83, z=-102} | Feet: White Concrete | FloorSolid: true
[14:14:53.176] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-80, y=83, z=-102} | Feet: Black Concrete | FloorSolid: true
[14:14:54.065] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-80, y=85, z=-103} | Feet: Air | FloorSolid: false
[14:14:54.066] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-80, y=85, z=-101} | Feet: Air | FloorSolid: false
[14:14:54.067] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-79, y=85, z=-102} | Feet: Air | FloorSolid: false
[14:14:54.067] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-81, y=85, z=-102} | Feet: Air | FloorSolid: false
[14:14:54.067] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-80, y=83, z=-103} | Feet: Black Concrete | FloorSolid: true
[14:14:54.068] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-80, y=83, z=-101} | Feet: Black Concrete | FloorSolid: true
[14:14:54.068] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-79, y=83, z=-102} | Feet: White Concrete | FloorSolid: true
[14:14:54.068] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-81, y=83, z=-102} | Feet: White Concrete | FloorSolid: true
[14:14:54.069] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-81, y=85, z=-103} | Feet: Air | FloorSolid: false
[14:14:54.069] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-81, y=85, z=-101} | Feet: Air | FloorSolid: false
[14:14:54.069] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-80, y=85, z=-102} | Feet: Air | FloorSolid: false
[14:14:54.070] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-82, y=85, z=-102} | Feet: Air | FloorSolid: false
[14:14:54.070] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-81, y=83, z=-103} | Feet: Black Concrete | FloorSolid: true
[14:14:54.070] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-81, y=83, z=-101} | Feet: White Concrete | FloorSolid: true
[14:14:54.070] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-80, y=83, z=-102} | Feet: Black Concrete | FloorSolid: true
[14:14:54.071] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-82, y=83, z=-102} | Feet: White Concrete | FloorSolid: true
[14:14:54.071] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-82, y=85, z=-103} | Feet: Air | FloorSolid: false
[14:14:54.071] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-82, y=85, z=-101} | Feet: Air | FloorSolid: false
[14:14:54.072] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-81, y=85, z=-102} | Feet: Air | FloorSolid: false
[14:14:54.072] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-83, y=85, z=-102} | Feet: Air | FloorSolid: false
[14:14:54.072] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-82, y=83, z=-103} | Feet: Black Concrete | FloorSolid: true
[14:14:54.073] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-82, y=83, z=-101} | Feet: White Concrete | FloorSolid: true
[14:14:54.073] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-81, y=83, z=-102} | Feet: White Concrete | FloorSolid: true
[14:14:54.074] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-83, y=83, z=-102} | Feet: White Concrete | FloorSolid: true
[14:14:54.768] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-81, y=85, z=-103} | Feet: Air | FloorSolid: false
[14:14:54.769] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-81, y=85, z=-101} | Feet: Air | FloorSolid: false
[14:14:54.769] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-80, y=85, z=-102} | Feet: Air | FloorSolid: false
[14:14:54.770] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-82, y=85, z=-102} | Feet: Air | FloorSolid: false
[14:14:54.770] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-81, y=83, z=-103} | Feet: Black Concrete | FloorSolid: true
[14:14:54.770] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-81, y=83, z=-101} | Feet: White Concrete | FloorSolid: true
[14:14:54.771] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-80, y=83, z=-102} | Feet: Black Concrete | FloorSolid: true
[14:14:54.771] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-82, y=83, z=-102} | Feet: White Concrete | FloorSolid: true
[14:14:54.771] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-82, y=85, z=-103} | Feet: Air | FloorSolid: false
[14:14:54.772] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-82, y=85, z=-101} | Feet: Air | FloorSolid: false
[14:14:54.772] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-81, y=85, z=-102} | Feet: Air | FloorSolid: false
[14:14:54.772] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-83, y=85, z=-102} | Feet: Air | FloorSolid: false
[14:14:54.772] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-82, y=83, z=-103} | Feet: Black Concrete | FloorSolid: true
[14:14:54.773] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-82, y=83, z=-101} | Feet: White Concrete | FloorSolid: true
[14:14:54.773] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-81, y=83, z=-102} | Feet: White Concrete | FloorSolid: true
[14:14:54.773] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-83, y=83, z=-102} | Feet: White Concrete | FloorSolid: true
