[12:29:27.957] [INFO] [SYSTEM] === MobileMinerOng Log Session Started ===
[12:29:27.961] [INFO] [SYSTEM] MobileMinerOng initialized
[12:29:56.412] [INFO] [EVENT] Diagnostic run started
[12:29:56.415] [INFO] [BOT] State: RECOVERING
[12:29:56.419] [INFO] [POSITION] Player: (-84.21558464236365, 84.0, -105.04989377932621)
[12:29:56.421] [INFO] [ROTATION] Yaw: 144.24208 Pitch: 22.121994
[12:29:56.422] [INFO] [EVENT] Diagnostic run complete
[12:30:20.831] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-85, y=85, z=-107} | Feet: Air | FloorSolid: false
[12:30:20.886] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-81, y=85, z=-106} | Feet: Air | FloorSolid: false
[12:30:20.886] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-83, y=85, z=-106} | Feet: Air | FloorSolid: false
[12:30:20.887] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-82, y=83, z=-107} | Feet: Light Gray Concrete | FloorSolid: true
[12:30:20.887] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-82, y=83, z=-105} | Feet: Black Concrete | FloorSolid: true
[12:30:20.887] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-81, y=83, z=-106} | Feet: Gray Concrete | FloorSolid: true
[12:30:20.888] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-83, y=83, z=-106} | Feet: Gray Concrete | FloorSolid: true
[12:30:20.888] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-81, y=85, z=-107} | Feet: Air | FloorSolid: false
[12:30:20.889] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-81, y=85, z=-105} | Feet: Air | FloorSolid: false
[12:30:20.889] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-80, y=85, z=-106} | Feet: Air | FloorSolid: false
[12:30:20.895] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-82, y=85, z=-106} | Feet: Air | FloorSolid: false
[12:30:20.896] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-81, y=83, z=-107} | Feet: Light Gray Concrete | FloorSolid: true
[12:30:20.897] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-81, y=83, z=-105} | Feet: Black Concrete | FloorSolid: true
[12:30:20.898] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-80, y=83, z=-106} | Feet: Gray Concrete | FloorSolid: true
[12:30:20.898] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-82, y=83, z=-106} | Feet: Gray Concrete | FloorSolid: true
[12:30:20.898] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-81, y=85, z=-106} | Feet: Air | FloorSolid: false
[12:30:20.899] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-81, y=85, z=-104} | Feet: Air | FloorSolid: false
[12:30:20.900] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-80, y=85, z=-105} | Feet: Air | FloorSolid: false
[12:30:20.900] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-82, y=85, z=-105} | Feet: Air | FloorSolid: false
[12:30:20.901] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-81, y=83, z=-106} | Feet: Gray Concrete | FloorSolid: true
[12:30:20.901] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-81, y=83, z=-104} | Feet: White Concrete | FloorSolid: true
[12:30:20.902] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-80, y=83, z=-105} | Feet: Black Concrete | FloorSolid: true
[12:30:20.902] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-82, y=83, z=-105} | Feet: Black Concrete | FloorSolid: true
[12:30:20.902] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-80, y=85, z=-106} | Feet: Air | FloorSolid: false
[12:30:20.903] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-80, y=85, z=-104} | Feet: Air | FloorSolid: false
[12:30:20.903] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-79, y=85, z=-105} | Feet: Air | FloorSolid: false
[12:30:20.903] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-81, y=85, z=-105} | Feet: Air | FloorSolid: false
[12:30:20.904] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-80, y=83, z=-106} | Feet: Gray Concrete | FloorSolid: true
[12:30:20.904] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-80, y=83, z=-104} | Feet: White Concrete | FloorSolid: true
[12:30:20.904] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-79, y=83, z=-105} | Feet: Black Concrete | FloorSolid: true
[12:30:20.905] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-81, y=83, z=-105} | Feet: Black Concrete | FloorSolid: true
[12:30:20.906] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-80, y=85, z=-105} | Feet: Air | FloorSolid: false
[12:30:20.906] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-80, y=85, z=-103} | Feet: Air | FloorSolid: false
[12:30:20.907] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-79, y=85, z=-104} | Feet: Air | FloorSolid: false
[12:30:20.908] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-81, y=85, z=-104} | Feet: Air | FloorSolid: false
[12:30:20.910] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-80, y=83, z=-105} | Feet: Black Concrete | FloorSolid: true
[12:30:20.911] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-80, y=83, z=-103} | Feet: Black Concrete | FloorSolid: true
[12:30:20.912] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-79, y=83, z=-104} | Feet: White Concrete | FloorSolid: true
[12:30:20.912] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-81, y=83, z=-104} | Feet: White Concrete | FloorSolid: true
[12:30:20.916] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-79, y=85, z=-105} | Feet: Air | FloorSolid: false
[12:30:20.917] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-79, y=85, z=-103} | Feet: Air | FloorSolid: false
[12:30:20.917] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-78, y=85, z=-104} | Feet: Air | FloorSolid: false
[12:30:20.918] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-80, y=85, z=-104} | Feet: Air | FloorSolid: false
[12:30:20.918] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-79, y=83, z=-105} | Feet: Black Concrete | FloorSolid: true
[12:30:20.919] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-79, y=83, z=-103} | Feet: Black Concrete | FloorSolid: true
[12:30:20.919] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-78, y=83, z=-104} | Feet: White Concrete | FloorSolid: true
[12:30:20.919] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-80, y=83, z=-104} | Feet: White Concrete | FloorSolid: true
[12:30:20.919] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-79, y=85, z=-104} | Feet: Air | FloorSolid: false
[12:30:20.920] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-79, y=85, z=-102} | Feet: Air | FloorSolid: false
[12:30:20.920] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-78, y=85, z=-103} | Feet: Air | FloorSolid: false
[12:30:20.920] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-80, y=85, z=-103} | Feet: Air | FloorSolid: false
[12:30:20.920] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-79, y=83, z=-104} | Feet: White Concrete | FloorSolid: true
[12:30:20.921] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-79, y=83, z=-102} | Feet: White Concrete | FloorSolid: true
[12:30:20.921] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-78, y=83, z=-103} | Feet: Black Concrete | FloorSolid: true
[12:30:20.922] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-80, y=83, z=-103} | Feet: Black Concrete | FloorSolid: true
[12:30:22.617] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-82, y=85, z=-106} | Feet: Air | FloorSolid: false
[12:30:22.618] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-82, y=85, z=-104} | Feet: Air | FloorSolid: false
[12:30:22.618] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-81, y=85, z=-105} | Feet: Air | FloorSolid: false
[12:30:22.619] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-83, y=85, z=-105} | Feet: Air | FloorSolid: false
[12:30:22.619] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-82, y=83, z=-106} | Feet: Gray Concrete | FloorSolid: true
[12:30:22.619] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-82, y=83, z=-104} | Feet: White Concrete | FloorSolid: true
[12:30:22.619] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-81, y=83, z=-105} | Feet: Black Concrete | FloorSolid: true
[12:30:22.620] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-83, y=83, z=-105} | Feet: Black Concrete | FloorSolid: true
[12:30:22.620] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-82, y=85, z=-105} | Feet: Air | FloorSolid: false
[12:30:22.620] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-82, y=85, z=-103} | Feet: Air | FloorSolid: false
[12:30:22.620] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-81, y=85, z=-104} | Feet: Air | FloorSolid: false
[12:30:22.620] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-83, y=85, z=-104} | Feet: Air | FloorSolid: false
[12:30:22.621] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-82, y=83, z=-105} | Feet: Black Concrete | FloorSolid: true
[12:30:22.621] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-82, y=83, z=-103} | Feet: Black Concrete | FloorSolid: true
[12:30:22.621] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-81, y=83, z=-104} | Feet: White Concrete | FloorSolid: true
[12:30:22.621] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-83, y=83, z=-104} | Feet: White Concrete | FloorSolid: true
[12:30:22.919] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-82, y=85, z=-106} | Feet: Air | FloorSolid: false
[12:30:22.919] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-82, y=85, z=-104} | Feet: Air | FloorSolid: false
[12:30:22.920] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-81, y=85, z=-105} | Feet: Air | FloorSolid: false
[12:30:22.920] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-83, y=85, z=-105} | Feet: Air | FloorSolid: false
[12:30:22.921] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-82, y=83, z=-106} | Feet: Gray Concrete | FloorSolid: true
[12:30:22.921] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-82, y=83, z=-104} | Feet: White Concrete | FloorSolid: true
[12:30:22.921] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-81, y=83, z=-105} | Feet: Black Concrete | FloorSolid: true
[12:30:22.922] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-83, y=83, z=-105} | Feet: Black Concrete | FloorSolid: true
[12:30:22.922] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-82, y=85, z=-105} | Feet: Air | FloorSolid: false
[12:30:22.922] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-82, y=85, z=-103} | Feet: Air | FloorSolid: false
[12:30:22.923] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-81, y=85, z=-104} | Feet: Air | FloorSolid: false
[12:30:22.923] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-83, y=85, z=-104} | Feet: Air | FloorSolid: false
[12:30:22.923] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-82, y=83, z=-105} | Feet: Black Concrete | FloorSolid: true
[12:30:22.924] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-82, y=83, z=-103} | Feet: Black Concrete | FloorSolid: true
[12:30:22.924] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-81, y=83, z=-104} | Feet: White Concrete | FloorSolid: true
[12:30:22.924] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-83, y=83, z=-104} | Feet: White Concrete | FloorSolid: true
[12:30:23.366] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-83, y=85, z=-105} | Feet: Air | FloorSolid: false
[12:30:23.367] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-83, y=85, z=-103} | Feet: Air | FloorSolid: false
[12:30:23.367] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-82, y=85, z=-104} | Feet: Air | FloorSolid: false
[12:30:23.367] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-84, y=85, z=-104} | Feet: Air | FloorSolid: false
[12:30:23.368] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-83, y=83, z=-105} | Feet: Black Concrete | FloorSolid: true
[12:30:23.368] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-83, y=83, z=-103} | Feet: Black Concrete | FloorSolid: true
[12:30:23.368] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-82, y=83, z=-104} | Feet: White Concrete | FloorSolid: true
[12:30:23.369] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-84, y=83, z=-104} | Feet: White Concrete | FloorSolid: true
[12:30:23.369] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-83, y=85, z=-104} | Feet: Air | FloorSolid: false
[12:30:23.369] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-83, y=85, z=-102} | Feet: Air | FloorSolid: false
[12:30:23.370] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-82, y=85, z=-103} | Feet: Air | FloorSolid: false
[12:30:23.370] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-84, y=85, z=-103} | Feet: Air | FloorSolid: false
[12:30:23.370] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-83, y=83, z=-104} | Feet: White Concrete | FloorSolid: true
[12:30:23.370] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-83, y=83, z=-102} | Feet: White Concrete | FloorSolid: true
[12:30:23.371] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-82, y=83, z=-103} | Feet: Black Concrete | FloorSolid: true
[12:30:23.371] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-84, y=83, z=-103} | Feet: Black Concrete | FloorSolid: true
[12:30:23.968] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-83, y=85, z=-103} | Feet: Air | FloorSolid: false
[12:30:23.969] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-83, y=85, z=-101} | Feet: Air | FloorSolid: false
[12:30:23.970] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-82, y=85, z=-102} | Feet: Air | FloorSolid: false
[12:30:23.970] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-84, y=85, z=-102} | Feet: Air | FloorSolid: false
[12:30:23.970] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-83, y=83, z=-103} | Feet: Black Concrete | FloorSolid: true
[12:30:23.971] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-83, y=83, z=-101} | Feet: White Concrete | FloorSolid: true
[12:30:23.971] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-82, y=83, z=-102} | Feet: White Concrete | FloorSolid: true
[12:30:23.971] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-84, y=83, z=-102} | Feet: White Concrete | FloorSolid: true
[12:30:23.971] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-83, y=85, z=-102} | Feet: Air | FloorSolid: false
[12:30:23.972] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-83, y=85, z=-100} | Feet: Air | FloorSolid: false
[12:30:23.972] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-82, y=85, z=-101} | Feet: Air | FloorSolid: false
[12:30:23.972] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-84, y=85, z=-101} | Feet: Air | FloorSolid: false
[12:30:23.972] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-83, y=83, z=-102} | Feet: White Concrete | FloorSolid: true
[12:30:23.973] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-83, y=83, z=-100} | Feet: White Concrete | FloorSolid: true
[12:30:23.973] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-82, y=83, z=-101} | Feet: White Concrete | FloorSolid: true
[12:30:23.973] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-84, y=83, z=-101} | Feet: White Concrete | FloorSolid: true
[12:30:23.974] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-83, y=85, z=-101} | Feet: Air | FloorSolid: false
[12:30:23.974] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-83, y=85, z=-99} | Feet: Air | FloorSolid: false
[12:30:23.974] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-82, y=85, z=-100} | Feet: Air | FloorSolid: false
[12:30:23.975] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-84, y=85, z=-100} | Feet: Air | FloorSolid: false
[12:30:23.975] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-83, y=83, z=-101} | Feet: White Concrete | FloorSolid: true
[12:30:23.975] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-83, y=83, z=-99} | Feet: White Concrete | FloorSolid: true
[12:30:23.975] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-82, y=83, z=-100} | Feet: White Concrete | FloorSolid: true
[12:30:23.976] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-84, y=83, z=-100} | Feet: White Concrete | FloorSolid: true
[12:30:24.670] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-84, y=85, z=-101} | Feet: Air | FloorSolid: false
[12:30:24.671] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-84, y=85, z=-99} | Feet: Air | FloorSolid: false
[12:30:24.671] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-83, y=85, z=-100} | Feet: Air | FloorSolid: false
[12:30:24.672] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-85, y=85, z=-100} | Feet: Air | FloorSolid: false
[12:30:24.672] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-84, y=83, z=-101} | Feet: White Concrete | FloorSolid: true
[12:30:24.672] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-84, y=83, z=-99} | Feet: White Concrete | FloorSolid: true
[12:30:24.672] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-83, y=83, z=-100} | Feet: White Concrete | FloorSolid: true
[12:30:24.673] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-85, y=83, z=-100} | Feet: Black Concrete | FloorSolid: true
[12:30:24.673] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-84, y=85, z=-100} | Feet: Air | FloorSolid: false
[12:30:24.673] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-84, y=85, z=-98} | Feet: Air | FloorSolid: false
[12:30:24.674] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-83, y=85, z=-99} | Feet: Air | FloorSolid: false
[12:30:24.674] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-85, y=85, z=-99} | Feet: Air | FloorSolid: false
[12:30:24.674] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-84, y=83, z=-100} | Feet: White Concrete | FloorSolid: true
[12:30:24.674] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-84, y=83, z=-98} | Feet: Black Concrete | FloorSolid: true
[12:30:24.675] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-83, y=83, z=-99} | Feet: White Concrete | FloorSolid: true
[12:30:24.675] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-85, y=83, z=-99} | Feet: Black Concrete | FloorSolid: true
[12:30:25.273] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-84, y=85, z=-99} | Feet: Air | FloorSolid: false
[12:30:25.274] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-84, y=85, z=-97} | Feet: Air | FloorSolid: false
[12:30:25.274] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-83, y=85, z=-98} | Feet: Air | FloorSolid: false
[12:30:25.275] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-85, y=85, z=-98} | Feet: Air | FloorSolid: false
[12:30:25.275] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-84, y=83, z=-99} | Feet: White Concrete | FloorSolid: true
[12:30:25.275] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-84, y=83, z=-97} | Feet: White Concrete | FloorSolid: true
[12:30:25.276] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-83, y=83, z=-98} | Feet: Black Concrete | FloorSolid: true
[12:30:25.276] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-85, y=83, z=-98} | Feet: Black Concrete | FloorSolid: true
[12:30:25.276] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-84, y=85, z=-98} | Feet: Air | FloorSolid: false
[12:30:25.276] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-84, y=85, z=-96} | Feet: Air | FloorSolid: false
[12:30:25.277] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-83, y=85, z=-97} | Feet: Air | FloorSolid: false
[12:30:25.277] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-85, y=85, z=-97} | Feet: Air | FloorSolid: false
[12:30:25.277] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-84, y=83, z=-98} | Feet: Black Concrete | FloorSolid: true
[12:30:25.277] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-84, y=83, z=-96} | Feet: White Concrete | FloorSolid: true
[12:30:25.278] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-83, y=83, z=-97} | Feet: White Concrete | FloorSolid: true
[12:30:25.278] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-85, y=83, z=-97} | Feet: Black Concrete | FloorSolid: true
[12:30:25.278] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-84, y=85, z=-97} | Feet: Air | FloorSolid: false
[12:30:25.279] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-84, y=85, z=-95} | Feet: Air | FloorSolid: false
[12:30:25.279] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-83, y=85, z=-96} | Feet: Air | FloorSolid: false
[12:30:25.280] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-85, y=85, z=-96} | Feet: Air | FloorSolid: false
[12:30:25.280] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-84, y=83, z=-97} | Feet: White Concrete | FloorSolid: true
[12:30:25.280] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-84, y=83, z=-95} | Feet: White Concrete | FloorSolid: true
[12:30:25.281] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-83, y=83, z=-96} | Feet: White Concrete | FloorSolid: true
[12:30:25.281] [DEBUG] [PATHFINDER] Blocked at: BlockPos{x=-85, y=83, z=-96} | Feet: Black Concrete | FloorSolid: true
